n,c1,c2
1,0.0,0.0
2,0.016000000000000004,0.08000000000000003
3,0.6080000000000002,0.6080000000000002
4,1.1360000000000003,1.9680000000000004
5,2.4960000000000004,2.4960000000000004
6,3.024000000000001,3.8560000000000016
7,4.384000000000001,4.384000000000001
8,4.912000000000002,5.7440000000000015
9,6.272000000000003,6.272000000000002
10,6.800000000000002,7.632000000000002
11,8.160000000000004,8.160000000000004
12,8.688000000000002,9.520000000000003
13,10.048000000000004,10.048000000000002
14,10.576000000000004,11.408000000000005
15,11.936000000000003,11.936000000000005
16,12.464000000000004,13.296000000000005
17,13.824000000000005,13.824000000000003
18,14.352000000000004,15.184000000000005
19,15.712000000000005,15.712000000000003
20,16.240000000000006,17.072000000000003
21,17.600000000000005,17.600000000000005
22,18.128000000000007,18.960000000000008
23,19.488000000000007,19.488000000000007
24,20.016000000000005,20.848000000000006
25,21.376000000000005,21.376000000000005
26,21.904000000000007,22.73600000000001
27,23.26400000000001,23.26400000000001
28,23.79200000000001,24.62400000000001
29,25.152000000000008,25.152000000000008
30,25.68000000000001,26.512000000000008
31,27.04000000000001,27.040000000000006
32,27.568000000000012,28.400000000000006
33,28.928000000000008,28.928000000000004
34,29.45600000000001,30.288000000000004
35,30.816000000000006,30.816000000000006
36,31.34400000000001,32.17600000000001
37,32.70400000000001,32.70400000000001
38,33.232000000000006,34.06400000000001
39,34.59200000000001,34.592000000000006
40,35.120000000000005,35.95200000000001
41,36.480000000000004,36.48000000000001
42,37.00800000000001,37.84
43,38.36800000000001,38.36800000000001
44,38.896000000000015,39.72800000000001
45,40.256000000000014,40.256000000000014
46,40.78400000000001,41.616000000000014
47,42.14400000000001,42.14400000000001
48,42.67200000000001,43.50400000000002
49,44.03200000000001,44.03200000000002
50,44.56000000000002,45.39200000000002
51,45.920000000000016,45.920000000000016
52,46.44800000000002,47.280000000000015
53,47.80800000000002,47.80800000000002
54,48.33600000000002,49.16800000000002
55,49.69600000000002,49.69600000000002
56,50.22400000000002,51.056000000000026
57,51.58400000000002,51.58400000000002
58,52.11200000000002,52.944000000000024
59,53.47200000000002,53.472000000000016
60,54.000000000000014,54.832000000000015
61,55.360000000000014,55.360000000000014
62,55.88800000000002,56.72000000000001
63,57.24800000000002,57.24800000000002
64,57.77600000000001,58.60800000000001
65,59.13600000000002,59.13600000000002
66,59.664000000000016,60.49600000000001
67,61.02400000000002,61.024000000000015
68,61.552000000000014,62.384000000000015
69,62.91200000000001,62.91200000000001
70,63.44000000000002,64.272
71,64.80000000000001,64.80000000000001
72,65.32800000000002,66.16000000000003
73,66.68800000000002,66.68800000000002
74,67.21600000000002,68.04800000000003
75,68.57600000000002,68.57600000000002
76,69.10400000000001,69.936
77,70.46400000000003,70.46400000000001
78,70.99200000000002,71.82400000000001
79,72.35200000000002,72.35200000000002
80,72.88000000000002,73.71200000000002
81,74.24000000000001,74.24000000000002
82,74.76800000000003,75.60000000000002
83,76.12800000000001,76.12800000000001
84,76.65600000000002,77.48800000000003
85,78.01600000000002,78.01600000000002
86,78.54400000000003,79.37600000000002
87,79.90400000000002,79.90400000000002
88,80.43200000000002,81.26400000000002
89,81.79200000000003,81.79200000000003
90,82.32000000000002,83.15200000000003
91,83.68000000000004,83.68000000000004
92,84.20800000000003,85.04000000000003
93,85.56800000000004,85.56800000000004
94,86.09600000000003,86.92800000000003
95,87.45600000000002,87.45600000000002
96,87.98400000000004,88.81600000000003
97,89.34400000000002,89.34400000000002
98,89.87200000000003,90.70400000000004
99,91.23200000000003,91.23200000000003
100,91.76000000000003,92.59200000000004
101,93.12000000000003,93.12000000000003
102,93.64800000000004,94.48000000000003
103,95.00800000000004,95.00800000000004
104,95.53600000000003,96.36800000000004
105,96.89600000000004,96.89600000000004
106,97.42400000000004,98.25600000000004
107,98.78400000000005,98.78400000000003
108,99.31200000000004,100.14400000000005
109,100.67200000000004,100.67200000000005
110,101.20000000000005,102.03200000000004
111,102.56000000000003,102.56000000000006
112,103.08800000000005,103.92000000000004
113,104.44800000000004,104.44800000000004
114,104.97600000000006,105.80800000000005
115,106.33600000000004,106.33600000000004
116,106.86400000000005,107.69600000000005
117,108.22400000000005,108.22400000000005
118,108.75200000000004,109.58400000000003
119,110.11200000000002,110.11200000000002
120,110.64000000000001,111.47200000000002
121,112.00000000000003,112.00000000000003
122,112.52800000000003,113.36000000000003
123,113.88800000000003,113.88800000000003
124,114.41600000000003,115.24800000000003
125,115.77600000000002,115.77600000000004
126,116.30400000000003,117.13600000000004
127,117.66400000000004,117.66400000000003
128,118.19200000000002,119.02400000000003
129,119.55200000000004,119.55200000000004
130,120.08000000000003,120.91200000000003
131,121.44000000000003,121.44000000000003
132,121.96800000000003,122.80000000000003
133,123.32800000000003,123.32800000000003
134,123.85600000000005,124.68800000000003
135,125.21600000000004,125.21600000000004
136,125.74400000000004,126.57600000000002
137,127.10400000000003,127.10400000000003
138,127.63200000000003,128.46400000000003
139,128.99200000000002,128.99200000000002
140,129.52000000000004,130.35200000000003
141,130.88000000000005,130.88000000000005
142,131.40800000000004,132.24000000000004
143,132.76800000000003,132.76800000000003
144,133.29600000000005,134.12800000000004
145,134.65600000000003,134.65600000000003
146,135.18400000000003,136.01600000000002
147,136.54400000000004,136.54400000000004
148,137.07200000000003,137.90400000000005
149,138.43200000000002,138.43200000000002
150,138.96000000000004,139.79200000000003
151,140.32000000000005,140.32000000000005
152,140.84800000000004,141.68000000000004
153,142.20800000000003,142.20800000000003
154,142.73600000000005,143.56800000000004
155,144.09600000000003,144.09600000000003
156,144.62400000000002,145.45600000000002
157,145.98400000000004,145.98400000000004
158,146.51200000000003,147.34400000000005
159,147.87200000000004,147.87200000000004
160,148.40000000000003,149.23200000000003
161,149.76000000000005,149.76000000000005
162,150.28800000000004,151.12000000000006
163,151.64800000000005,151.64800000000005
164,152.17600000000004,153.00800000000004
165,153.53600000000006,153.53600000000006
166,154.06400000000002,154.89600000000004
167,155.42400000000004,155.42400000000004
168,155.95200000000006,156.78400000000005
169,157.31200000000007,157.31200000000007
170,157.84000000000003,158.67200000000003
171,159.20000000000005,159.20000000000005
172,159.72800000000004,160.56000000000003
173,161.08800000000002,161.08800000000005
174,161.61600000000007,162.44800000000004
175,162.97600000000006,162.97600000000006
176,163.50400000000005,164.33600000000004
177,164.86400000000006,164.86400000000006
178,165.39200000000005,166.22400000000005
179,166.75200000000007,166.75200000000007
180,167.28000000000006,168.11200000000008
181,168.64000000000004,168.64000000000007
182,169.16800000000006,170.00000000000006
183,170.52800000000005,170.52800000000008
184,171.05600000000004,171.88800000000006
185,172.41600000000005,172.41600000000005
186,172.94400000000007,173.77600000000007
187,174.30400000000006,174.30400000000006
188,174.83200000000005,175.66400000000007
189,176.19200000000006,176.19200000000006
190,176.72000000000008,177.55200000000008
191,178.08000000000007,178.08000000000007
192,178.60800000000006,179.44000000000005
193,179.96800000000007,179.96800000000007
194,180.49600000000007,181.3280000000001
195,181.85600000000008,181.85600000000005
196,182.38400000000007,183.21600000000007
