n,c1,c2
64,6643.62830823484,6753.12545901249
65,6801.658061305218,6810.508155436257
66,6860.041749816093,6968.7785522910135
67,7019.406910902437,7027.470383506336
68,7078.203924578087,7187.176085789745
69,7236.934735725058,7243.8539652357795
70,7294.236987811859,7400.921813071509
71,7452.764261411862,7459.982827000123
72,7509.3727379296815,7618.920377897777
73,7666.852690180138,7677.192138294709
74,7723.680741881167,7835.514793693913
75,7881.3672668114295,7893.78122875271
76,7940.093520600018,8053.053654776954
77,8099.564045572524,8111.317289598954
78,8158.4569884266875,8270.669901008332
79,8317.41765252369,8327.624165717561
80,8374.166675469163,8484.677013094577
81,8531.639894751075,8542.66265649179
82,8590.954815150668,8701.96209868456
83,8751.212269456755,8760.703873233477
84,8807.091779565888,8918.972644226216
85,8962.991820860789,8975.449109526955
86,9020.23465009192,9132.296498625898
87,9178.987253486848,9191.935409361313
88,9237.005690734959,9352.125458507573
89,9396.156376292527,9411.076204619974
90,9453.514276607615,9570.296226903018
91,9612.02720581436,9629.220153387638
92,9667.96536252377,9787.685936268816
93,9824.775192898285,9845.900135846145
94,9881.490774711332,10004.112226666648
95,10038.3655471694,10060.954914870734
96,10095.038888189752,10217.864826572137
97,10252.790756759157,10276.565969657255
98,10311.236199640054,10436.104413609844
99,10470.081797663232,10493.646030125206
100,10527.740908982547,10651.70635432352
101,10686.02310686242,10709.588884654866
102,10743.737345405658,10867.996486088548
103,10901.994375374634,10925.724956351869
104,10960.825477882563,11084.543056195167
105,11120.492294171456,11143.003289458236
106,11178.43783423701,11302.066312044084
107,11337.317127467933,11360.60780112784
108,11397.591786960169,11520.903398366041
109,11559.737840833302,11581.641535095203
110,11620.392074553702,11744.174460209895
111,11781.645466223625,11802.456844986911
112,11837.817254020705,11960.4540646305
113,11994.78638024007,12018.53502691191
114,12053.47460927402,12177.614458360236
115,12212.981842550447,12236.021654289892
116,12271.674096234641,12395.40903214735
117,12430.781396452625,12453.015383140555
118,12489.461149339437,12611.64341603189
119,12647.803962230017,12667.776295697447
120,12707.276216383358,12825.38196775254
121,12868.697399939058,12886.166607586929
122,12926.543738644417,13047.313593973899
123,13085.15127149301,13105.496031492145
124,13144.103703785851,13264.801866867518
125,13304.42440342181,13324.34494879992
126,13364.07037649782,13485.267433060893
127,13525.118606555525,13544.973813768436
128,13586.4135047293,13706.86528140077
129,13748.47584509649,13765.58966877155
130,13806.908283430226,13925.143233974613
131,13965.158405251419,13981.53839062193
132,14024.533830298707,14139.350538917131
133,14184.947987084654,14198.292407165281
134,14242.715410171435,14357.712373356764
135,14401.4652670375,14416.331038024335
136,14459.841898770363,14575.758139824084
137,14619.652204816586,14635.361645405306
138,14678.545611495323,14795.96252180796
139,14838.627647308755,14855.136707873178
140,14895.2088527513,15014.163859728635
141,15052.619145630058,15072.346590194738
142,15113.259893208462,15232.481197917752
143,15275.24471146765,15292.223544493736
144,15333.83209401123,15452.797846936037
145,15493.548113985562,15511.811424867203
146,15552.708675337846,15671.998761936713
147,15712.710097389292,15730.516129869247
148,15770.489246304795,15889.54848436754
149,15929.479675839044,15948.632037555195
150,15988.052979507285,16108.590201679626
151,16147.943954380544,16167.982816684655
152,16207.032464036085,16328.486547908979
153,16367.37370363668,16387.8155895538
154,16426.96353017057,16548.51095743203
155,16585.994525151556,16604.370500530367
156,16642.67469691946,16760.352485703745
157,16799.909881866628,16817.98825578374
158,16857.033265166094,16975.868335831146
159,17015.005284356786,17034.144962263428
