n,c1,c2
151,442.22399999999993,442.22400000000005
152,443.832,446.568
153,448.17600000000004,448.17600000000004
154,449.784,452.52
155,454.128,454.128
156,455.736,458.472
157,460.0799999999999,460.0799999999999
158,461.68799999999993,464.424
159,466.03200000000004,466.0319999999999
160,467.64,470.376
161,471.98400000000004,471.98400000000004
162,473.59200000000004,476.3280000000001
163,477.93600000000004,477.936
164,479.54400000000004,482.28000000000003
165,483.88800000000003,483.888
166,485.496,488.232
167,489.84000000000003,489.84000000000003
168,491.448,494.184
169,495.7920000000001,495.79200000000003
170,497.40000000000003,500.1360000000001
171,501.744,501.744
172,503.3520000000001,506.0880000000001
173,507.696,507.696
174,509.30400000000003,512.0400000000001
175,513.648,513.648
176,515.2560000000001,517.9920000000001
177,519.6000000000001,519.6000000000001
178,521.2080000000001,523.9440000000001
179,525.5520000000001,525.5520000000001
180,527.1600000000001,529.8960000000001
181,531.5040000000001,531.5040000000001
182,533.1120000000001,535.8480000000002
183,537.4560000000001,537.456
184,539.0640000000001,541.8000000000001
185,543.4080000000001,543.4080000000001
186,545.0160000000001,547.7520000000001
187,549.3600000000001,549.3600000000001
188,550.9680000000001,553.7040000000001
189,555.3120000000001,555.3120000000001
190,556.9200000000001,559.6560000000002
191,561.2640000000001,561.264
192,562.8720000000001,565.6080000000001
193,567.2160000000001,567.2160000000001
194,568.8240000000001,571.5600000000001
195,573.1680000000001,573.1680000000001
196,574.7760000000001,577.5120000000001
197,579.1200000000001,579.1200000000001
198,580.7280000000001,583.464
199,585.0720000000001,585.072
200,586.6800000000001,589.416
201,591.0240000000001,591.024
202,592.6320000000001,595.368
203,596.9760000000001,596.9760000000001
204,598.5840000000001,601.32
205,602.9280000000001,602.9280000000001
206,604.5360000000001,607.2720000000002
207,608.8800000000001,608.8800000000001
208,610.488,613.224
209,614.8320000000001,614.8320000000001
210,616.44,619.176
211,620.7840000000001,620.7840000000001
212,622.392,625.1280000000002
213,626.7360000000001,626.7360000000001
214,628.3440000000002,631.0800000000002
215,632.6880000000001,632.6880000000001
216,634.296,637.032
217,638.6400000000001,638.6400000000001
218,640.248,642.9840000000002
219,644.5920000000001,644.5920000000001
220,646.2,648.9360000000001
221,650.5440000000001,650.5440000000001
222,652.152,654.8880000000001
223,656.4960000000001,656.4960000000001
224,658.104,660.8400000000001
225,662.4480000000001,662.4480000000001
226,664.056,666.7920000000001
227,668.4000000000001,668.4000000000001
228,670.008,672.7440000000001
229,674.3520000000001,674.3520000000001
230,675.96,678.6960000000001
231,680.3040000000001,680.3040000000001
232,681.912,684.6480000000001
233,686.2560000000001,686.2560000000001
234,687.864,690.6
235,692.2080000000001,692.2080000000001
236,693.816,696.5519999999999
237,698.1600000000001,698.16
238,699.768,702.5039999999999
239,704.1120000000001,704.112
240,705.72,708.4559999999999
241,710.0640000000001,710.064
242,711.672,714.4079999999999
243,716.016,716.016
244,717.624,720.3599999999999
245,721.9680000000001,721.9680000000001
246,723.576,726.3119999999999
247,727.9200000000001,727.9200000000001
248,729.528,732.264
249,733.8720000000001,733.8720000000001
250,735.48,738.2159999999999
251,739.8240000000001,739.8240000000001
252,741.432,744.168
253,745.7760000000001,745.7760000000001
254,747.384,750.12
255,751.728,751.7280000000001
256,753.336,756.0720000000001
257,757.6800000000001,757.68
258,759.288,762.0240000000001
259,763.632,763.6320000000001
260,765.24,767.976
261,769.584,769.5840000000001
262,771.192,773.928
263,775.536,775.5360000000001
264,777.144,779.8800000000001
265,781.488,781.488
266,783.096,785.832
267,787.44,787.44
268,789.048,791.784
269,793.392,793.392
270,795.0,797.7359999999999
271,799.3439999999999,799.344
272,800.952,803.6879999999999
273,805.2959999999999,805.2959999999999
274,806.904,809.64
275,811.2479999999999,811.248
276,812.856,815.5919999999999
277,817.1999999999999,817.2
278,818.8080000000001,821.544
279,823.152,823.152
280,824.76,827.496
281,829.1039999999999,829.104
282,830.712,833.448
283,835.056,835.056
284,836.664,839.4
285,841.008,841.0079999999999
286,842.616,845.3520000000001
287,846.96,846.96
288,848.5680000000001,851.3040000000001
289,852.9119999999999,852.912
290,854.52,857.256
291,858.8639999999999,858.864
292,860.472,863.2080000000001
293,864.8159999999999,864.8159999999999
294,866.424,869.1600000000001
295,870.768,870.768
296,872.376,875.112
297,876.72,876.72
298,878.328,881.064
299,882.6719999999999,882.6719999999998
