n,c1,c2
118,13594.0,13698.0
119,13764.0,13764.0
120,13830.0,13934.0
121,14000.0,14000.0
122,14066.0,14170.0
123,14236.0,14236.0
124,14302.0,14406.0
125,14472.0,14472.0
126,14538.0,14642.0
127,14708.0,14708.0
128,14774.0,14878.0
129,14944.0,14944.0
130,15010.0,15114.0
131,15180.0,15180.0
132,15246.0,15350.0
133,15416.0,15416.0
134,15482.0,15586.0
135,15652.0,15652.0
136,15718.0,15822.0
137,15888.0,15888.0
138,15954.0,16058.0
139,16124.0,16124.0
140,16190.0,16294.0
141,16360.0,16360.0
142,16426.0,16530.0
143,16596.0,16596.0
144,16662.0,16766.0
145,16832.0,16832.0
146,16898.0,17002.0
147,17068.0,17068.0
148,17134.0,17238.0
149,17304.0,17304.0
150,17370.0,17474.0
151,17540.0,17540.0
152,17606.0,17710.0
153,17776.0,17776.0
154,17842.0,17946.0
155,18012.0,18012.0
156,18078.0,18182.0
157,18248.0,18248.0
158,18314.0,18418.0
159,18484.0,18484.0
160,18550.0,18654.0
161,18720.0,18720.0
162,18786.0,18890.0
163,18956.0,18956.0
164,19022.0,19126.0
165,19192.0,19192.0
166,19258.0,19362.0
167,19428.0,19428.0
168,19494.0,19598.0
169,19664.0,19664.0
170,19730.0,19834.0
171,19900.0,19900.0
172,19966.0,20070.0
173,20136.0,20136.0
174,20202.0,20306.0
175,20372.0,20372.0
176,20438.0,20542.0
177,20608.0,20608.0
178,20674.0,20778.0
179,20844.0,20844.0
180,20910.0,21014.0
181,21080.0,21080.0
182,21146.0,21250.0
183,21316.0,21316.0
184,21382.0,21486.0
185,21552.0,21552.0
186,21618.0,21722.0
187,21788.0,21788.0
188,21854.0,21958.0
189,22024.0,22024.0
190,22090.0,22194.0
191,22260.0,22260.0
192,22326.0,22430.0
193,22496.0,22496.0
194,22562.0,22666.0
195,22732.0,22732.0
196,22798.0,22902.0
197,22968.0,22968.0
198,23034.0,23138.0
199,23204.0,23204.0
200,23270.0,23374.0
201,23440.0,23440.0
202,23506.0,23610.0
203,23676.0,23676.0
204,23742.0,23846.0
205,23912.0,23912.0
206,23978.0,24082.0
207,24148.0,24148.0
208,24214.0,24318.0
209,24384.0,24384.0
210,24450.0,24554.0
211,24620.0,24620.0
212,24686.0,24790.0
213,24856.0,24856.0
214,24922.0,25026.0
215,25092.0,25092.0
216,25158.0,25262.0
217,25328.0,25328.0
218,25394.0,25498.0
219,25564.0,25564.0
220,25630.0,25734.0
221,25800.0,25800.0
222,25866.0,25970.0
223,26036.0,26036.0
224,26102.0,26206.0
225,26272.0,26272.0
226,26338.0,26442.0
227,26508.0,26508.0
228,26574.0,26678.0
229,26744.0,26744.0
230,26810.0,26914.0
231,26980.0,26980.0
232,27046.0,27150.0
233,27216.0,27216.0
234,27282.0,27386.0
235,27452.0,27452.0
236,27518.0,27622.0
237,27688.0,27688.0
238,27754.0,27858.0
239,27924.0,27924.0
240,27990.0,28094.0
241,28160.0,28160.0
242,28226.0,28330.0
243,28396.0,28396.0
244,28462.0,28566.0
245,28632.0,28632.0
246,28698.0,28802.0
247,28868.0,28868.0
248,28934.0,29038.0
249,29104.0,29104.0
250,29170.0,29274.0
251,29340.0,29340.0
252,29406.0,29510.0
253,29576.0,29576.0
254,29642.0,29746.0
255,29812.0,29812.0
256,29878.0,29982.0
257,30048.0,30048.0
258,30114.0,30218.0
259,30284.0,30284.0
260,30350.0,30454.0
261,30520.0,30520.0
262,30586.0,30690.0
263,30756.0,30756.0
264,30822.0,30926.0
265,30992.0,30992.0
266,31058.0,31162.0
267,31228.0,31228.0
268,31294.0,31398.0
269,31464.0,31464.0
270,31530.0,31634.0
271,31700.0,31700.0
272,31766.0,31870.0
273,31936.0,31936.0
274,32002.0,32106.0
275,32172.0,32172.0
276,32238.0,32342.0
277,32408.0,32408.0
278,32474.0,32578.0
279,32644.0,32644.0
280,32710.0,32814.0
281,32880.0,32880.0
282,32946.0,33050.0
283,33116.0,33116.0
284,33182.0,33286.0
285,33352.0,33352.0
286,33418.0,33522.0
287,33588.0,33588.0
288,33654.0,33758.0
289,33824.0,33824.0
290,33890.0,33994.0
291,34060.0,34060.0
292,34126.0,34230.0
293,34296.0,34296.0
294,34362.0,34466.0
295,34532.0,34532.0
296,34598.0,34702.0
297,34768.0,34768.0
298,34834.0,34938.0
299,35004.0,35004.0
